relation_id,subject_id,relation,object_id,source_id,evidence_page,evidence_note,confidence
R516,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P071,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 235–243,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R517,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I001,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 2–7,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R518,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I004,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 17–26,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R519,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I005,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 152–159,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R520,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I007,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 352–359,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R521,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I008,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 352–359,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R522,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I009,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 77–85,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R523,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I045,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 39–47,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R524,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I046,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 285–293,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R525,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I047,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 287–295,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R526,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I048,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 100–108,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R527,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I049,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 253–261,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R528,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I050,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 136–145,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R529,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsInstitution,I055,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 51–57,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R530,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL001,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 14–22,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R531,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL002,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 14–22,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R532,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL007,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 39–47,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R533,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL008,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 14–22,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R534,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL016,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 31,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R535,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL028,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 31,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R536,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL033,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 287–295,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R537,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL034,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 199–207,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R538,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL035,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 47–53,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R539,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL036,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 118,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R540,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL037,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 14–22,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R541,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL038,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 14,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R542,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL039,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 285–293,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R543,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL040,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 109–110,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R544,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL041,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 126,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R545,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL042,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 229–237,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R546,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPlace,PL043,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 38–46,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R547,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,usesSource,S009,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 143–151,Монографија користи „Чачански глас” за анализу социјалистичке политике према религији.,high
R548,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,usesSource,S012,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 225–233,Монографија користи Политику као извор за јавни и политички контекст.,high
R549,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,usesSource,S021,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 39–47,Монографија систематски користи „Преглед цркве Епархије жичке”.,high
R550,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,usesSource,S022,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 225–233,Монографија систематски користи „Жички благовесник”.,high
R551,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,usesSource,S023,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 303–311,Монографија користи „Жички весник” у анализи послератних црквених традиција.,high
R552,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,publishedBy,I001,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 2–3,Импресум наводи Народни музеј Чачак као саиздавача.,high
R553,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,publishedBy,I051,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 2–3,Импресум наводи Легенду К.Д. као саиздавача.,high
R554,P055,bornIn,PL034,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 199–207,Лелић је представљен као родно место и средиште култа владике Николаја.,high
R555,P055,heldOfficeIn,I045,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 9–13,Николај Велимировић је обрађен као епископ Жичке епархије.,high
R556,P055,affiliatedWith,I048,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 17–20,Рад повезује епископа Николаја са вођством богомољачког покрета.,high
R557,P055,visited,PL002,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 29–31,Фотографија и текст бележе Николајев боравак у Чачку 1936. године.,high
R558,P058,affiliatedWith,I045,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 6–10,Милисав Протић је деловао као свештеник у оквиру Жичке епархије.,high
R559,P058,restored,I046,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 9–14,Протић је учествовао у обнови Стјеника и обликовању његове нове традиције.,high
R560,P059,memberOf,I049,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 10–17,Љотић је обрађен као вођа и идеолог покрета Збор.,high
R561,P064,memberOf,I050,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 143–151,Тито је обрађен у оквиру комунистичке власти и њене политике према религији.,high
R562,I046,locatedIn,PL039,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 1–4,Манастир Стјеник налази се под планином Јелицом.,high
R563,I047,locatedIn,PL033,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 6–12,Црква Светог Николе налази се у Јежевици.,high
R564,I046,commemorates,P057,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 15–24,Манастирски простор и локални култ повезани су са Јованом Стјеничким.,high
R565,I051,locatedIn,PL002,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 2–3,Импресум наводи адресу издавача у Чачку.,high
R566,I052,locatedIn,PL004,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 3,Импресум наводи Београд као место издања Балканолошког института САНУ.,high
R567,I054,locatedIn,PL044,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 1,Часопис Матице српске излази у Новом Саду.,high
R568,I055,locatedIn,PL002,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 51–57,Гимназија је локална образовна установа у Чачку.,high
